RefSeqID	GOTerm	Description
NM_000576	GO:0098542	defense response to other organism
NM_000576	GO:0006351	DNA-templated transcription
NM_000576	GO:0006355	regulation of DNA-templated transcription
NM_000576	GO:0023052	signaling
NM_000576	GO:0048870	cell motility
NM_000576	GO:0036211	protein modification process
NM_000576	GO:1901135	carbohydrate derivative metabolic process
NM_000576	GO:0048856	anatomical structure development
NM_000576	GO:0012501	programmed cell death
NM_000576	GO:0030154	cell differentiation
NM_000576	GO:0030163	protein catabolic process
NM_000576	GO:0006629	lipid metabolic process
NM_000576	GO:0000278	mitotic cell cycle
NM_000576	GO:0140014	mitotic nuclear division
NM_000576	GO:0007155	cell adhesion
NM_000576	GO:0022414	reproductive process
NM_000576	GO:0055085	transmembrane transport
NM_000576	GO:0003012	muscle system process
NM_000576	GO:0006886	intracellular protein transport
NM_000576	GO:0006913	nucleocytoplasmic transport
NM_000576	GO:0050886	endocrine process
NM_000576	GO:0034330	cell junction organization
NM_000576	GO:0031410	cytoplasmic vesicle
	GO:0005764	lysosome
	GO:0031047	RNA-mediated gene silencing
	GO:0030198	extracellular matrix organization
NM_000600	GO:0005576	extracellular region
NM_000600	GO:0098772	molecular function regulator activity
NM_000600	GO:0048018	receptor ligand activity
NM_000600	GO:0002376	immune system process
NM_000600	GO:0005615	extracellular space
NM_000600	GO:0048856	anatomical structure development
NM_000600	GO:0030154	cell differentiation
NM_000600	GO:0012501	programmed cell death
NM_000600	GO:0023052	signaling
NM_000600	GO:0006351	DNA-templated transcription
NM_000600	GO:0006355	regulation of DNA-templated transcription
NM_000600	GO:0006954	inflammatory response
NM_000600	GO:0098542	defense response to other organism
NM_000600	GO:0043226	organelle
NM_000600	GO:0005783	endoplasmic reticulum
NM_000600	GO:0048870	cell motility
NM_000600	GO:0007155	cell adhesion
NM_000600	GO:0042060	wound healing
NM_000600	GO:0036211	protein modification process
NM_000600	GO:0031047	RNA-mediated gene silencing
NM_000600	GO:0030198	extracellular matrix organization
NM_000600	GO:0005886	plasma membrane
NM_001318095	GO:0005576	extracellular region
NM_001318095	GO:0098772	molecular function regulator activity
NM_001318095	GO:0048018	receptor ligand activity
NM_001318095	GO:0002376	immune system process
NM_001318095	GO:0005615	extracellular space
NM_001318095	GO:0048856	anatomical structure development
NM_001318095	GO:0030154	cell differentiation
NM_001318095	GO:0023052	signaling
NM_001318095	GO:0006954	inflammatory response
NM_001371096	GO:0005576	extracellular region
NM_001371096	GO:0098772	molecular function regulator activity
NM_001371096	GO:0048018	receptor ligand activity
NM_001371096	GO:0002376	immune system process
NM_001371096	GO:0005615	extracellular space
NM_001371096	GO:0048856	anatomical structure development
NM_001371096	GO:0030154	cell differentiation
NM_001371096	GO:0023052	signaling
NM_001371096	GO:0006954	inflammatory response
NM_001291897	GO:0005576	extracellular region
NM_001291897	GO:0098772	molecular function regulator activity
NM_001291897	GO:0048018	receptor ligand activity
NM_001291897	GO:0005615	extracellular space
NM_001291897	GO:0023052	signaling
NM_001291897	GO:0005975	carbohydrate metabolic process
NM_001291897	GO:0030163	protein catabolic process
NM_001291897	GO:0048870	cell motility
NM_001291897	GO:0031410	cytoplasmic vesicle
NM_001291897	GO:0043226	organelle
NM_001291897	GO:0005768	endosome
NM_001291897	GO:0005794	Golgi apparatus
NM_001291897	GO:0048856	anatomical structure development
NM_001291897	GO:0030154	cell differentiation
NM_001291897	GO:0005783	endoplasmic reticulum
NM_001291897	GO:0006351	DNA-templated transcription
NM_001291897	GO:0006355	regulation of DNA-templated transcription
NM_001291897	GO:0042060	wound healing
NM_001291897	GO:0000278	mitotic cell cycle
NM_001291897	GO:0140014	mitotic nuclear division
NM_001291897	GO:0036211	protein modification process
NM_001291897	GO:0055085	transmembrane transport
NM_001291897	GO:0006629	lipid metabolic process
NM_001291897	GO:0003013	circulatory system process
NM_001291897	GO:0006954	inflammatory response
NM_001291897	GO:0006520	amino acid metabolic process
NM_001291897	GO:0006091	generation of precursor metabolites and energy
NM_001291897	GO:1901135	carbohydrate derivative metabolic process
NM_001291897	GO:0055086	nucleobase-containing small molecule metabolic process
NM_001291897	GO:0002376	immune system process
NM_001291897	GO:0050877	nervous system process
NM_001291897	GO:0098542	defense response to other organism
NM_001291897	GO:0012501	programmed cell death
NM_001291897	GO:0034330	cell junction organization
NM_001291897	GO:0072659	protein localization to plasma membrane
NM_001185098	GO:0005576	extracellular region
NM_001185098	GO:0098772	molecular function regulator activity
NM_001185098	GO:0048018	receptor ligand activity
NM_001185098	GO:0005615	extracellular space
NM_001185098	GO:0023052	signaling
NM_001185098	GO:0005975	carbohydrate metabolic process
NM_001185098	GO:0030163	protein catabolic process
NM_001185098	GO:0048870	cell motility
NM_001185098	GO:0031410	cytoplasmic vesicle
NM_001185098	GO:0043226	organelle
NM_001185098	GO:0005768	endosome
NM_001185098	GO:0005794	Golgi apparatus
NM_001185098	GO:0048856	anatomical structure development
NM_001185098	GO:0030154	cell differentiation
NM_001185098	GO:0005783	endoplasmic reticulum
NM_001185098	GO:0006351	DNA-templated transcription
NM_001185098	GO:0006355	regulation of DNA-templated transcription
NM_001185098	GO:0042060	wound healing
NM_001185098	GO:0000278	mitotic cell cycle
NM_001185098	GO:0140014	mitotic nuclear division
NM_001185098	GO:0036211	protein modification process
NM_001185098	GO:0055085	transmembrane transport
NM_001185098	GO:0006629	lipid metabolic process
NM_001185098	GO:0003013	circulatory system process
NM_001185098	GO:0006954	inflammatory response
NM_001185098	GO:0006520	amino acid metabolic process
NM_001185098	GO:0006091	generation of precursor metabolites and energy
NM_001185098	GO:1901135	carbohydrate derivative metabolic process
NM_001185098	GO:0055086	nucleobase-containing small molecule metabolic process
NM_001185098	GO:0002376	immune system process
NM_001185098	GO:0050877	nervous system process
NM_001185098	GO:0098542	defense response to other organism
NM_001185098	GO:0012501	programmed cell death
NM_001185098	GO:0034330	cell junction organization
NM_001185098	GO:0072659	protein localization to plasma membrane
NM_000207	GO:0005576	extracellular region
NM_000207	GO:0098772	molecular function regulator activity
NM_000207	GO:0048018	receptor ligand activity
NM_000207	GO:0005615	extracellular space
NM_000207	GO:0023052	signaling
NM_000207	GO:0005975	carbohydrate metabolic process
NM_000207	GO:0030163	protein catabolic process
NM_000207	GO:0048870	cell motility
NM_000207	GO:0031410	cytoplasmic vesicle
NM_000207	GO:0043226	organelle
NM_000207	GO:0005768	endosome
NM_000207	GO:0005794	Golgi apparatus
NM_000207	GO:0048856	anatomical structure development
NM_000207	GO:0030154	cell differentiation
NM_000207	GO:0005783	endoplasmic reticulum
NM_000207	GO:0006351	DNA-templated transcription
NM_000207	GO:0006355	regulation of DNA-templated transcription
NM_000207	GO:0042060	wound healing
NM_000207	GO:0000278	mitotic cell cycle
NM_000207	GO:0140014	mitotic nuclear division
NM_000207	GO:0036211	protein modification process
NM_000207	GO:0055085	transmembrane transport
NM_000207	GO:0006629	lipid metabolic process
NM_000207	GO:0003013	circulatory system process
NM_000207	GO:0006954	inflammatory response
NM_000207	GO:0006520	amino acid metabolic process
NM_000207	GO:0006091	generation of precursor metabolites and energy
NM_000207	GO:1901135	carbohydrate derivative metabolic process
NM_000207	GO:0055086	nucleobase-containing small molecule metabolic process
NM_000207	GO:0002376	immune system process
NM_000207	GO:0050877	nervous system process
NM_000207	GO:0098542	defense response to other organism
NM_000207	GO:0012501	programmed cell death
NM_000207	GO:0034330	cell junction organization
NM_000207	GO:0072659	protein localization to plasma membrane
NM_001185097	GO:0005576	extracellular region
NM_001185097	GO:0098772	molecular function regulator activity
NM_001185097	GO:0048018	receptor ligand activity
NM_001185097	GO:0005615	extracellular space
NM_001185097	GO:0023052	signaling
NM_001185097	GO:0005975	carbohydrate metabolic process
NM_001185097	GO:0030163	protein catabolic process
NM_001185097	GO:0048870	cell motility
NM_001185097	GO:0031410	cytoplasmic vesicle
NM_001185097	GO:0043226	organelle
NM_001185097	GO:0005768	endosome
NM_001185097	GO:0005794	Golgi apparatus
NM_001185097	GO:0048856	anatomical structure development
NM_001185097	GO:0030154	cell differentiation
NM_001185097	GO:0005783	endoplasmic reticulum
NM_001185097	GO:0006351	DNA-templated transcription
NM_001185097	GO:0006355	regulation of DNA-templated transcription
NM_001185097	GO:0042060	wound healing
NM_001185097	GO:0000278	mitotic cell cycle
NM_001185097	GO:0140014	mitotic nuclear division
NM_001185097	GO:0036211	protein modification process
NM_001185097	GO:0055085	transmembrane transport
NM_001185097	GO:0006629	lipid metabolic process
NM_001185097	GO:0003013	circulatory system process
NM_001185097	GO:0006954	inflammatory response
NM_001185097	GO:0006520	amino acid metabolic process
NM_001185097	GO:0006091	generation of precursor metabolites and energy
NM_001185097	GO:1901135	carbohydrate derivative metabolic process
NM_001185097	GO:0055086	nucleobase-containing small molecule metabolic process
NM_001185097	GO:0002376	immune system process
NM_001185097	GO:0050877	nervous system process
NM_001185097	GO:0098542	defense response to other organism
NM_001185097	GO:0012501	programmed cell death
NM_001185097	GO:0034330	cell junction organization
NM_001185097	GO:0072659	protein localization to plasma membrane
NM_001079817	GO:0036211	protein modification process
NM_001079817	GO:0003824	catalytic activity
NM_001079817	GO:0016740	transferase activity
NM_001079817	GO:0140096	catalytic activity, acting on a protein
NM_001079817	GO:0023052	signaling
NM_001079817	GO:0060089	molecular transducer activity
NM_001079817	GO:0031410	cytoplasmic vesicle
NM_001079817	GO:0043226	organelle
NM_001079817	GO:0005768	endosome
NM_001079817	GO:0005886	plasma membrane
NM_001079817	GO:0005773	vacuole
NM_001079817	GO:0005764	lysosome
NM_001079817	GO:0005975	carbohydrate metabolic process
NM_001079817	GO:0005576	extracellular region
NM_001079817	GO:0005615	extracellular space
NM_001079817	GO:0048870	cell motility
NM_001079817	GO:0003013	circulatory system process
NM_001079817	GO:0048856	anatomical structure development
NM_001079817	GO:0050877	nervous system process
NM_001079817	GO:0006351	DNA-templated transcription
NM_001079817	GO:0006355	regulation of DNA-templated transcription
NM_001079817	GO:0000278	mitotic cell cycle
NM_001079817	GO:0140014	mitotic nuclear division
NM_001079817	GO:0016192	vesicle-mediated transport
NM_001079817	GO:0006091	generation of precursor metabolites and energy
NM_001079817	GO:1901135	carbohydrate derivative metabolic process
NM_001079817	GO:0055086	nucleobase-containing small molecule metabolic process
NM_001079817	GO:0055085	transmembrane transport
NM_001079817	GO:0034330	cell junction organization
NM_001079817	GO:0038024	cargo receptor activity
NM_001079817	GO:0005634	nucleus
NM_001079817	GO:0005635	nuclear envelope
NM_000208	GO:0036211	protein modification process
NM_000208	GO:0003824	catalytic activity
NM_000208	GO:0016740	transferase activity
NM_000208	GO:0140096	catalytic activity, acting on a protein
NM_000208	GO:0023052	signaling
NM_000208	GO:0060089	molecular transducer activity
NM_000208	GO:0031410	cytoplasmic vesicle
NM_000208	GO:0043226	organelle
NM_000208	GO:0005768	endosome
NM_000208	GO:0005886	plasma membrane
NM_000208	GO:0005773	vacuole
NM_000208	GO:0005764	lysosome
NM_000208	GO:0005975	carbohydrate metabolic process
NM_000208	GO:0005576	extracellular region
NM_000208	GO:0005615	extracellular space
NM_000208	GO:0048870	cell motility
NM_000208	GO:0003013	circulatory system process
NM_000208	GO:0048856	anatomical structure development
NM_000208	GO:0050877	nervous system process
NM_000208	GO:0006351	DNA-templated transcription
NM_000208	GO:0006355	regulation of DNA-templated transcription
NM_000208	GO:0000278	mitotic cell cycle
NM_000208	GO:0140014	mitotic nuclear division
NM_000208	GO:0016192	vesicle-mediated transport
NM_000208	GO:0006091	generation of precursor metabolites and energy
NM_000208	GO:1901135	carbohydrate derivative metabolic process
NM_000208	GO:0055086	nucleobase-containing small molecule metabolic process
NM_000208	GO:0055085	transmembrane transport
NM_000208	GO:0034330	cell junction organization
NM_000208	GO:0038024	cargo receptor activity
NM_000208	GO:0005634	nucleus
NM_000208	GO:0005635	nuclear envelope
NM_000208	GO:0022414	reproductive process
NM_005544	GO:0023052	signaling
NM_005544	GO:0043226	organelle
NM_005544	GO:0005634	nucleus
NM_005544	GO:0005654	nucleoplasm
NM_005544	GO:0005829	cytosol
NM_005544	GO:0005886	plasma membrane
NM_005544	GO:0005975	carbohydrate metabolic process
NM_005544	GO:0006091	generation of precursor metabolites and energy
NM_005544	GO:0055085	transmembrane transport
NM_005544	GO:0060090	molecular adaptor activity
NM_005544	GO:0006629	lipid metabolic process
NM_003749	GO:0023052	signaling
NM_003749	GO:0005829	cytosol
NM_003749	GO:0005886	plasma membrane
NM_003749	GO:0005975	carbohydrate metabolic process
NM_003749	GO:0006091	generation of precursor metabolites and energy
NM_003749	GO:0055085	transmembrane transport
NM_003749	GO:0002376	immune system process
NM_003749	GO:0006629	lipid metabolic process
NM_003749	GO:0060090	molecular adaptor activity
NM_003749	GO:0012501	programmed cell death
NM_003749	GO:0048856	anatomical structure development
NM_003749	GO:0048870	cell motility
NM_001379150	GO:0023052	signaling
NM_003604	GO:0023052	signaling
NM_003604	GO:0005886	plasma membrane
NM_003604	GO:0005829	cytosol
NM_001099952	GO:0055085	transmembrane transport
NM_001099952	GO:0005215	transporter activity
NM_001099952	GO:0023052	signaling
NM_001099952	GO:0043226	organelle
NM_001099952	GO:0005783	endoplasmic reticulum
NM_001099952	GO:0012501	programmed cell death
NM_001099952	GO:0031410	cytoplasmic vesicle
NM_001099952	GO:0005886	plasma membrane
NM_001099952	GO:0008289	lipid binding
NM_001099952	GO:0055065	metal ion homeostasis
NM_001099952	GO:0006914	autophagy
NM_001099952	GO:0098772	molecular function regulator activity
NM_001378452	GO:0055085	transmembrane transport
NM_001378452	GO:0005215	transporter activity
NM_001378452	GO:0023052	signaling
NM_001378452	GO:0043226	organelle
NM_001378452	GO:0005783	endoplasmic reticulum
NM_001378452	GO:0012501	programmed cell death
NM_001378452	GO:0031410	cytoplasmic vesicle
NM_001378452	GO:0005886	plasma membrane
NM_001378452	GO:0008289	lipid binding
NM_001378452	GO:0055065	metal ion homeostasis
NM_001378452	GO:0006914	autophagy
NM_001378452	GO:0098772	molecular function regulator activity
NM_001378452	GO:0048856	anatomical structure development
NM_001378452	GO:0050877	nervous system process
NM_001378452	GO:0005634	nucleus
NM_001378452	GO:0005635	nuclear envelope
NM_001378452	GO:0005730	nucleolus
NM_002222	GO:0055085	transmembrane transport
NM_002222	GO:0005215	transporter activity
NM_002222	GO:0023052	signaling
NM_002222	GO:0043226	organelle
NM_002222	GO:0005783	endoplasmic reticulum
NM_002222	GO:0012501	programmed cell death
NM_002222	GO:0031410	cytoplasmic vesicle
NM_002222	GO:0005886	plasma membrane
NM_002222	GO:0008289	lipid binding
NM_002222	GO:0055065	metal ion homeostasis
NM_002222	GO:0006914	autophagy
NM_002222	GO:0098772	molecular function regulator activity
NM_001168272	GO:0055085	transmembrane transport
NM_001168272	GO:0005215	transporter activity
NM_001168272	GO:0023052	signaling
NM_001168272	GO:0043226	organelle
NM_001168272	GO:0005783	endoplasmic reticulum
NM_001168272	GO:0012501	programmed cell death
NM_001168272	GO:0031410	cytoplasmic vesicle
NM_001168272	GO:0005886	plasma membrane
NM_001168272	GO:0008289	lipid binding
NM_001168272	GO:0055065	metal ion homeostasis
NM_001168272	GO:0006914	autophagy
NM_001168272	GO:0098772	molecular function regulator activity
NM_001414174	GO:0055085	transmembrane transport
NM_001414174	GO:0005215	transporter activity
NM_001414174	GO:0023052	signaling
NM_001414174	GO:0043226	organelle
NM_001414174	GO:0005783	endoplasmic reticulum
NM_001414174	GO:0005634	nucleus
NM_001414174	GO:0005654	nucleoplasm
NM_001414174	GO:0005886	plasma membrane
NM_001414174	GO:0008289	lipid binding
NM_001414174	GO:0055065	metal ion homeostasis
NM_001414174	GO:0031410	cytoplasmic vesicle
NM_001414175	GO:0055085	transmembrane transport
NM_001414175	GO:0005215	transporter activity
NM_001414175	GO:0023052	signaling
NM_001414175	GO:0043226	organelle
NM_001414175	GO:0005783	endoplasmic reticulum
NM_001414175	GO:0005634	nucleus
NM_001414175	GO:0005654	nucleoplasm
NM_001414175	GO:0005886	plasma membrane
NM_001414175	GO:0008289	lipid binding
NM_001414175	GO:0055065	metal ion homeostasis
NM_001414175	GO:0031410	cytoplasmic vesicle
NM_002223	GO:0055085	transmembrane transport
NM_002223	GO:0005215	transporter activity
NM_002223	GO:0023052	signaling
NM_002223	GO:0043226	organelle
NM_002223	GO:0005783	endoplasmic reticulum
NM_002223	GO:0005634	nucleus
NM_002223	GO:0005654	nucleoplasm
NM_002223	GO:0005886	plasma membrane
NM_002223	GO:0008289	lipid binding
NM_002223	GO:0055065	metal ion homeostasis
NM_002223	GO:0031410	cytoplasmic vesicle
NM_002224	GO:0055085	transmembrane transport
NM_002224	GO:0005215	transporter activity
NM_002224	GO:0023052	signaling
NM_002224	GO:0043226	organelle
NM_002224	GO:0005783	endoplasmic reticulum
NM_002224	GO:0005886	plasma membrane
NM_002224	GO:0008289	lipid binding
NM_002224	GO:0055065	metal ion homeostasis
NM_002224	GO:0031410	cytoplasmic vesicle
NM_002224	GO:0005634	nucleus
NM_002224	GO:0005635	nuclear envelope
NM_002224	GO:0050877	nervous system process
NM_002224	GO:0005654	nucleoplasm
NM_002224	GO:0005730	nucleolus
	GO:0003774	cytoskeletal motor activity
	GO:0007018	microtubule-based movement
NM_001354705	GO:0008092	cytoskeletal protein binding
NM_001354705	GO:0140657	ATP-dependent activity
NM_001354705	GO:0003774	cytoskeletal motor activity
NM_001354705	GO:0007018	microtubule-based movement
NM_001354705	GO:0043226	organelle
NM_001354705	GO:0005856	cytoskeleton
NM_004984	GO:0008092	cytoskeletal protein binding
NM_004984	GO:0140657	ATP-dependent activity
NM_004984	GO:0003774	cytoskeletal motor activity
NM_004984	GO:0007018	microtubule-based movement
NM_004984	GO:0043226	organelle
NM_004984	GO:0005856	cytoskeleton
NM_004984	GO:0016192	vesicle-mediated transport
NM_004984	GO:0005829	cytosol
NM_004984	GO:0003824	catalytic activity
NM_004984	GO:0016787	hydrolase activity
NM_004984	GO:0006886	intracellular protein transport
NM_004984	GO:0023052	signaling
NM_004984	GO:0048856	anatomical structure development
NM_004984	GO:0030154	cell differentiation
NM_004984	GO:0005929	cilium
NM_004521	GO:0008092	cytoskeletal protein binding
NM_004521	GO:0140657	ATP-dependent activity
NM_004521	GO:0003774	cytoskeletal motor activity
NM_004521	GO:0007018	microtubule-based movement
NM_004521	GO:0005829	cytosol
NM_004521	GO:0043226	organelle
NM_004521	GO:0005856	cytoskeleton
NM_004521	GO:0005773	vacuole
NM_004521	GO:0005764	lysosome
NM_004521	GO:0005815	microtubule organizing center
NM_004521	GO:0003824	catalytic activity
NM_004521	GO:0016787	hydrolase activity
NM_004521	GO:0006886	intracellular protein transport
NM_004521	GO:0048856	anatomical structure development
NM_004521	GO:0030154	cell differentiation
NM_004521	GO:0072659	protein localization to plasma membrane
NM_004521	GO:0002376	immune system process
NM_004521	GO:0098542	defense response to other organism
NM_004521	GO:0023052	signaling
NM_004521	GO:0007005	mitochondrion organization
NM_004521	GO:0005739	mitochondrion
NM_004521	GO:0031410	cytoplasmic vesicle
NM_004521	GO:0005929	cilium
NM_004522	GO:0008092	cytoskeletal protein binding
NM_004522	GO:0140657	ATP-dependent activity
NM_004522	GO:0003774	cytoskeletal motor activity
NM_004522	GO:0007018	microtubule-based movement
NM_004522	GO:0043226	organelle
NM_004522	GO:0005856	cytoskeleton
NM_004522	GO:0003824	catalytic activity
NM_004522	GO:0016787	hydrolase activity
NM_004522	GO:0006886	intracellular protein transport
NM_004522	GO:0048856	anatomical structure development
NM_004522	GO:0030154	cell differentiation
NM_004522	GO:0005929	cilium
NM_004522	GO:0005829	cytosol
NM_001394846	GO:0043226	organelle
NM_001394846	GO:0005856	cytoskeleton
NM_001394846	GO:0031410	cytoplasmic vesicle
NM_001394846	GO:0007155	cell adhesion
NM_001394846	GO:0005829	cytosol
NM_001394846	GO:0003774	cytoskeletal motor activity
NM_001394846	GO:0007018	microtubule-based movement
NM_001394846	GO:0008092	cytoskeletal protein binding
NM_182923	GO:0043226	organelle
NM_182923	GO:0005856	cytoskeleton
NM_182923	GO:0031410	cytoplasmic vesicle
NM_182923	GO:0007155	cell adhesion
NM_182923	GO:0005829	cytosol
NM_182923	GO:0003774	cytoskeletal motor activity
NM_182923	GO:0007018	microtubule-based movement
NM_182923	GO:0008092	cytoskeletal protein binding
NM_001394851	GO:0043226	organelle
NM_001394851	GO:0005856	cytoskeleton
NM_001394851	GO:0031410	cytoplasmic vesicle
NM_001394851	GO:0007155	cell adhesion
NM_001394851	GO:0005829	cytosol
NM_001394851	GO:0003774	cytoskeletal motor activity
NM_001394851	GO:0007018	microtubule-based movement
NM_001394851	GO:0008092	cytoskeletal protein binding
NM_001394849	GO:0043226	organelle
NM_001394849	GO:0005856	cytoskeleton
NM_001394850	GO:0043226	organelle
NM_001394850	GO:0005856	cytoskeleton
NM_005552	GO:0043226	organelle
NM_005552	GO:0005856	cytoskeleton
NM_005552	GO:0031410	cytoplasmic vesicle
NM_005552	GO:0007155	cell adhesion
NM_005552	GO:0005829	cytosol
NM_005552	GO:0003774	cytoskeletal motor activity
NM_005552	GO:0007018	microtubule-based movement
NM_005552	GO:0008092	cytoskeletal protein binding
NM_001394856	GO:0043226	organelle
NM_001394856	GO:0005856	cytoskeleton
NM_001394860	GO:0043226	organelle
NM_001394860	GO:0005856	cytoskeleton
NM_001394858	GO:0043226	organelle
NM_001394858	GO:0005856	cytoskeleton
NM_001394835	GO:0043226	organelle
NM_001394835	GO:0005856	cytoskeleton
NM_001394835	GO:0031410	cytoplasmic vesicle
NM_001394835	GO:0007155	cell adhesion
NM_001394835	GO:0005829	cytosol
NM_001394835	GO:0003774	cytoskeletal motor activity
NM_001394835	GO:0007018	microtubule-based movement
NM_001394835	GO:0008092	cytoskeletal protein binding
NM_001394841	GO:0043226	organelle
NM_001394841	GO:0005856	cytoskeleton
NM_001394841	GO:0031410	cytoplasmic vesicle
NM_001394841	GO:0007155	cell adhesion
NM_001394841	GO:0005829	cytosol
NM_001394841	GO:0003774	cytoskeletal motor activity
NM_001394841	GO:0007018	microtubule-based movement
NM_001394841	GO:0008092	cytoskeletal protein binding
NM_001394847	GO:0043226	organelle
NM_001394847	GO:0005856	cytoskeleton
NM_001394847	GO:0031410	cytoplasmic vesicle
NM_001394847	GO:0007155	cell adhesion
NM_001394847	GO:0005829	cytosol
NM_001394847	GO:0003774	cytoskeletal motor activity
NM_001394847	GO:0007018	microtubule-based movement
NM_001394847	GO:0008092	cytoskeletal protein binding
NM_001394834	GO:0043226	organelle
NM_001394834	GO:0005856	cytoskeleton
NM_001394840	GO:0043226	organelle
NM_001394840	GO:0005856	cytoskeleton
NM_001394832	GO:0043226	organelle
NM_001394832	GO:0005856	cytoskeleton
NM_001394832	GO:0031410	cytoplasmic vesicle
NM_001394832	GO:0007155	cell adhesion
NM_001394832	GO:0005829	cytosol
NM_001394832	GO:0003774	cytoskeletal motor activity
NM_001394832	GO:0007018	microtubule-based movement
NM_001394832	GO:0008092	cytoskeletal protein binding
NM_001394837	GO:0043226	organelle
NM_001394837	GO:0005856	cytoskeleton
NM_001394837	GO:0031410	cytoplasmic vesicle
NM_001394837	GO:0007155	cell adhesion
NM_001394837	GO:0005829	cytosol
NM_001394837	GO:0003774	cytoskeletal motor activity
NM_001394837	GO:0007018	microtubule-based movement
NM_001394837	GO:0008092	cytoskeletal protein binding
NM_001394833	GO:0043226	organelle
NM_001394833	GO:0005856	cytoskeleton
NM_001394833	GO:0031410	cytoplasmic vesicle
NM_001394833	GO:0007155	cell adhesion
NM_001394833	GO:0005829	cytosol
NM_001394833	GO:0003774	cytoskeletal motor activity
NM_001394833	GO:0007018	microtubule-based movement
NM_001394833	GO:0008092	cytoskeletal protein binding
NM_001394838	GO:0043226	organelle
NM_001394838	GO:0005856	cytoskeleton
NM_001394838	GO:0031410	cytoplasmic vesicle
NM_001394838	GO:0007155	cell adhesion
NM_001394838	GO:0005829	cytosol
NM_001394838	GO:0003774	cytoskeletal motor activity
NM_001394838	GO:0007018	microtubule-based movement
NM_001394838	GO:0008092	cytoskeletal protein binding
NM_001394845	GO:0043226	organelle
NM_001394845	GO:0005856	cytoskeleton
NM_001394845	GO:0031410	cytoplasmic vesicle
NM_001394845	GO:0007155	cell adhesion
NM_001394845	GO:0005829	cytosol
NM_001394845	GO:0003774	cytoskeletal motor activity
NM_001394845	GO:0007018	microtubule-based movement
NM_001394845	GO:0008092	cytoskeletal protein binding
NM_001394854	GO:0043226	organelle
NM_001394854	GO:0005856	cytoskeleton
NM_001394854	GO:0031410	cytoplasmic vesicle
NM_001394854	GO:0007155	cell adhesion
NM_001394854	GO:0005829	cytosol
NM_001394854	GO:0003774	cytoskeletal motor activity
NM_001394854	GO:0007018	microtubule-based movement
NM_001394854	GO:0008092	cytoskeletal protein binding
NM_001394859	GO:0043226	organelle
NM_001394859	GO:0005856	cytoskeleton
NM_001394859	GO:0031410	cytoplasmic vesicle
NM_001394859	GO:0007155	cell adhesion
NM_001394859	GO:0005829	cytosol
NM_001394859	GO:0003774	cytoskeletal motor activity
NM_001394859	GO:0007018	microtubule-based movement
NM_001394859	GO:0008092	cytoskeletal protein binding
NM_001394853	GO:0043226	organelle
NM_001394853	GO:0005856	cytoskeleton
NM_001394853	GO:0031410	cytoplasmic vesicle
NM_001394853	GO:0007155	cell adhesion
NM_001394853	GO:0005829	cytosol
NM_001394853	GO:0003774	cytoskeletal motor activity
NM_001394853	GO:0007018	microtubule-based movement
NM_001394853	GO:0008092	cytoskeletal protein binding
NM_001394848	GO:0043226	organelle
NM_001394848	GO:0005856	cytoskeleton
NM_001394848	GO:0031410	cytoplasmic vesicle
NM_001394848	GO:0007155	cell adhesion
NM_001394848	GO:0005829	cytosol
NM_001394848	GO:0003774	cytoskeletal motor activity
NM_001394848	GO:0007018	microtubule-based movement
NM_001394848	GO:0008092	cytoskeletal protein binding
NM_001394852	GO:0043226	organelle
NM_001394852	GO:0005856	cytoskeleton
NM_001394852	GO:0031410	cytoplasmic vesicle
NM_001394852	GO:0007155	cell adhesion
NM_001394852	GO:0005829	cytosol
NM_001394852	GO:0003774	cytoskeletal motor activity
NM_001394852	GO:0007018	microtubule-based movement
NM_001394852	GO:0008092	cytoskeletal protein binding
NM_001394836	GO:0043226	organelle
NM_001394836	GO:0005856	cytoskeleton
NM_001394836	GO:0031410	cytoplasmic vesicle
NM_001394836	GO:0007155	cell adhesion
NM_001394836	GO:0005829	cytosol
NM_001394836	GO:0003774	cytoskeletal motor activity
NM_001394836	GO:0007018	microtubule-based movement
NM_001394836	GO:0008092	cytoskeletal protein binding
NM_001130107	GO:0043226	organelle
NM_001130107	GO:0005856	cytoskeleton
NM_001130107	GO:0031410	cytoplasmic vesicle
NM_001130107	GO:0007155	cell adhesion
NM_001130107	GO:0005829	cytosol
NM_001130107	GO:0003774	cytoskeletal motor activity
NM_001130107	GO:0007018	microtubule-based movement
NM_001130107	GO:0008092	cytoskeletal protein binding
NM_001394842	GO:0043226	organelle
NM_001394842	GO:0005856	cytoskeleton
NM_001394842	GO:0031410	cytoplasmic vesicle
NM_001394842	GO:0007155	cell adhesion
NM_001394842	GO:0005829	cytosol
NM_001394842	GO:0003774	cytoskeletal motor activity
NM_001394842	GO:0007018	microtubule-based movement
NM_001394842	GO:0008092	cytoskeletal protein binding
NM_001394843	GO:0043226	organelle
NM_001394843	GO:0005856	cytoskeleton
NM_001394843	GO:0031410	cytoplasmic vesicle
NM_001394843	GO:0007155	cell adhesion
NM_001394843	GO:0005829	cytosol
NM_001394843	GO:0003774	cytoskeletal motor activity
NM_001394843	GO:0007018	microtubule-based movement
NM_001394843	GO:0008092	cytoskeletal protein binding
NM_001394839	GO:0043226	organelle
NM_001394839	GO:0005856	cytoskeleton
NM_001394844	GO:0043226	organelle
NM_001394844	GO:0005856	cytoskeleton
